,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params
0,-0.9786413606613755,-0.837601687456211,-0.9200880156512553,-0.912110354589614,0.0578548739604292,1,0.8268624146779379,0.25468859796329335,0.10491832097371419,0.07380066160146591,0.4160029192647807,"OrderedDict([('alpha', 0.4160029192647807)])"
